Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
5117,589.0358553999999,0.01673707499992361,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5118,589.0567076999999,0.02085230000000138,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,CE,00,00,00,2B,07,01,,,
5119,589.0569717999999,0.0002640999999812266,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,B3,,,
5120,589.0572079,0.0002361000000519198,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,66,13,45,,,
5121,589.0723267,0.015118799999982,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,03,84,00,A9,14,00,1A,00,,,
5122,589.080562175,0.008235474999992221,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,D7,,,,,,,,,
5123,589.0941333999999,0.01357122499996422,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5124,589.1688344749999,0.07470107500000722,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5125,589.1808936,0.01205912500006434,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,D3,,,,,,,,,
5126,589.236373975,0.05548037500000191,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5127,589.2465233749999,0.01014939999993203,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5128,589.280236675,0.03371330000004491,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,CC,,,,,,,,,
5129,589.3216598749999,0.04142319999994015,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5130,589.3973869749999,0.07572709999999461,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5131,589.4372943999999,0.03990742500002398,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5132,589.471328225,0.03403382500005136,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5133,589.5489210999999,0.07759287499993661,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5134,589.566447725,0.01752662500007318,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,CE,,,,,,,,,
5135,589.624777925,0.05833020000000033,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5136,589.63820905,0.01343112500001098,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5137,589.653965975,0.01575692500000514,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,CE,,,,,,,,,
5138,589.7024627,0.04849672499994995,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5139,589.7542804,0.05181770000001507,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,D1,,,,,,,,,
5140,589.7780128749999,0.02373247499997433,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5141,589.83808085,0.06006797500003813,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5142,589.8546476749999,0.01656682499992712,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,D4,,,,,,,,,
5143,589.8548518,0.0002041250000957007,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5144,589.943949825,0.08909802499999842,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5145,589.95397915,0.01002932500000497,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,D4,,,,,,,,,
5146,590.0190808999999,0.06510174999993978,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5147,590.0391335749999,0.02005267499998808,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5148,590.05431055,0.01517697500003124,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,D6,,,,,,,,,
5149,590.09646775,0.04215720000001966,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5150,590.12980695,0.03333920000000034,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,D6,00,00,00,2B,07,01,,,
5151,590.13006705,0.0002600999999913256,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,B3,,,
5152,590.1303031499999,0.000236099999938233,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,66,13,45,,,
5153,590.14542195,0.01511880000009569,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,84,00,A9,14,00,1B,00,,,
5154,590.1546992499999,0.00927729999989424,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,D9,,,,,,,,,
5155,590.1762940249999,0.02159477500003959,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5156,590.239673825,0.06337980000000698,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5157,590.253131025,0.01345720000006168,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5158,590.2540131249999,0.0008820999998988555,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,D9,,,,,,,,,
5159,590.3289881999999,0.07497507499999756,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5160,590.404549225,0.07556102500007,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
5161,590.439614925,0.0350657000000183,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
5162,590.48036035,0.0407454249999546,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
5163,590.54749265,0.06713230000002568,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,DA,,,,,,,,,
5164,590.5550161499999,0.007523499999933847,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
5165,590.6297677499999,0.07475160000001324,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,DA,,,,,,,,,
5166,590.6298999249999,0.0001321749999760868,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
5167,590.6391994249999,0.009299499999997352,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
5168,590.70444705,0.06524762500009729,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
5169,590.729121075,0.02467402499996752,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,DE,,,,,,,,,
5170,590.780227775,0.05110669999999118,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,04,,,,,,,,,
5171,590.8294717,0.0492439250000416,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,E3,,,,,,,,,
5172,590.8405330749999,0.0110613749999402,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5173,590.871257075,0.03072400000007746,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5174,590.929808075,0.05855099999996582,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,E3,,,,,,,,,
5175,590.9463910999999,0.0165830249999317,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5176,591.0210941749999,0.07470307500000217,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5177,591.0291375749999,0.008043400000019574,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,E6,,,,,,,,,
5178,591.0415728749999,0.01243529999999282,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5179,591.0961873499999,0.05461447499999394,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5180,591.129502525,0.03331517500009795,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,E6,,,,,,,,,
5181,591.1713238999999,0.04182137499992678,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5182,591.2018974,0.03057350000005954,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,E6,00,00,00,2B,07,01,,,
5183,591.2021575,0.0002600999999913256,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,B3,,,
5184,591.2023936749999,0.0002361749999408858,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,66,13,45,,,
5185,591.2175143999999,0.0151207249999743,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,84,00,A9,14,00,1C,00,,,
5186,591.2298034749999,0.01228907500001242,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,E6,,,,,,,,,
5187,591.2421266499999,0.0123231750000059,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5188,591.2489643499999,0.006837700000005498,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5189,591.3243874249999,0.07542307500000334,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5190,591.329127225,0.004739800000038485,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,E9,,,,,,,,,
5191,591.3995245999999,0.07039737499997045,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5192,591.4430397,0.043515100000036,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5193,591.4877308,0.04469110000002274,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5194,591.5693534999999,0.08162269999991167,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5195,591.6459684,0.07661490000009508,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5196,591.6494402999999,0.003471899999908601,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5197,591.6876511749999,0.0382108750000043,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,EE,,,,,,,,,
5198,591.7250447,0.03739352500008408,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5199,591.8000437999999,0.07499909999989995,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5200,591.822674,0.02263020000009419,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,EE,,,,,,,,,
5201,591.8470004999999,0.02432649999991554,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5202,591.8850681,0.03806760000009035,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5203,591.921997025,0.03692892499998379,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,E5,,,,,,,,,
5204,591.9668200999999,0.04482307499995386,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5205,592.0223474749999,0.05552737499999694,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,EA,,,,,,,,,
5206,592.044542075,0.02219460000003437,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5207,592.048039875,0.003497799999991002,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5208,592.119207275,0.07116740000003574,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5209,592.12271305,0.003505775000007816,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,EF,,,,,,,,,
5210,592.19765205,0.07493899999997211,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5211,592.22203415,0.02438210000002528,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,EF,,,,,,,,,
5212,592.2479205249999,0.02588637499991364,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5213,592.2859880249999,0.03806750000001102,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5214,592.322383025,0.03639500000008411,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,F1,,,,,,,,,
5215,592.3677421,0.04535907499996483,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5216,592.445030925,0.07728882499998235,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5217,592.4485369,0.003505975000052786,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5218,592.5200040999999,0.07146719999991547,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5219,592.5668741999999,0.04687009999997827,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,F1,00,00,00,2B,07,01,,,
5220,592.5921081,0.02523390000010295,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,B3,,,
5221,592.5923442,0.000236099999938233,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,66,13,45,,,
5222,592.5953480749999,0.00300387499999033,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5223,592.6075472,0.01219912500005194,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,84,00,A9,14,00,1E,00,,,
5224,592.611723,0.00417579999998452,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,F1,,,,,,,,,
5225,592.6491086,0.03738559999999324,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5226,592.669905375,0.02079677500000798,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5227,592.7114918,0.04158642499999132,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,F7,,,,,,,,,
5228,592.748353425,0.03686162500002866,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5229,592.8108242,0.06247077499995157,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,FE,,,,,,,,,
5230,592.8234835,0.01265929999999571,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5231,592.8501518249999,0.02666832499994598,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5232,592.898450625,0.04829880000011144,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5233,592.9111937499999,0.01274312499992902,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,00,,,,,,,,,
5234,592.97328365,0.06208990000004633,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5235,593.0115164499999,0.03823279999994611,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,04,,,,,,,,,
5236,593.0510059249999,0.03948947499998212,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5237,593.068466825,0.01746090000006006,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5238,593.110859325,0.04239250000000538,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,00,,,,,,,,,
5239,593.126108425,0.01524910000000546,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5240,593.20110745,0.07499902500001099,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5241,593.21117685,0.01006940000002032,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,04,,,,,,,,,
5242,593.27165485,0.06047799999998915,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5243,593.2924535249999,0.0207986749999236,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5244,593.3115480499999,0.01909452500001407,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,06,,,,,,,,,
5245,593.37089825,0.05935020000003988,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5246,593.4484911249999,0.07759287499993661,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5247,593.4865345999999,0.03804347499999494,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5248,593.523460225,0.03692562500009444,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5249,593.59437225,0.07091202499998417,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,00,,,,,,,,,
5250,593.601597825,0.007225575000006756,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5251,593.646050125,0.04445229999998901,284773578964992,F,F,HS CAN $43E,HS CAN,,43E,F,F,04,00,00,00,00,2B,07,01,,,
5252,593.646308225,0.0002580999999963751,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,B3,,,
5253,593.6465443249999,0.000236099999938233,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,66,13,45,,,
5254,593.661719125,0.01517480000006799,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,03,84,00,A9,14,00,1F,00,,,
5255,593.6877395,0.02602037500003007,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5256,593.691393375,0.003653874999940854,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5257,593.6945513749999,0.003157999999984895,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,FA,,,,,,,,,
5258,593.7688864749999,0.07433509999998478,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5259,593.7937984499999,0.02491197500000908,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,F7,,,,,,,,,
5260,593.846610975,0.05281252500003575,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5261,593.894155,0.04754402499997923,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,FB,,,,,,,,,
5262,593.894579025,0.00042402500002936,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5263,593.9217014,0.02712237499997628,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5264,593.994481075,0.07277967499999249,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,FB,,,,,,,,,
5265,593.996405075,0.001924000000030901,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5266,594.085501275,0.08909619999997176,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5267,594.0938066499999,0.008305374999963533,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,00,,,,,,,,,
5268,594.0956246249999,0.001817974999994476,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5269,594.169809825,0.07418520000010176,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5270,594.19416975,0.02435992499999884,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,04,,,,,,,,,
5271,594.2442185499999,0.05004879999989953,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5272,594.2945443499999,0.05032579999999598,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,09,,,,,,,,,
5273,594.29549845,0.0009541000000581334,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5274,594.3226287499999,0.02713029999995342,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5275,594.3973318249999,0.07470307500000217,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5276,594.472330825,0.074999000000048,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5277,594.4964173249999,0.02408649999995305,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5278,594.546582025,0.05016470000009576,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5279,594.575097725,0.02851569999995718,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0E,,,,,,,,,
5280,594.6250205499999,0.04992282499995326,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5281,594.6754602499999,0.05043969999996989,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,11,,,,,,,,,
5282,594.6962889499999,0.02082870000003822,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5283,594.6997608749999,0.003471924999985276,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5284,594.727364575,0.0276037000000997,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,04,11,00,00,00,2B,07,01,,,
5285,594.727622775,0.0002581999999620166,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,B3,,,
5286,594.7278588749999,0.000236099999938233,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,66,13,45,,,
5287,594.743055575,0.0151967000000468,67371008,F,F,HS CAN $441,HS CAN,,441,F,F,03,84,00,A9,14,00,1F,00,,,
5288,594.775503575,0.03244800000004488,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5289,594.775781675,0.00027809999994588,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,13,,,,,,,,,
5290,594.8499207999999,0.07413912499998787,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
5291,594.8751206999999,0.02519989999996142,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,13,,,,,,,,,
5292,594.8980172749999,0.0228965750000043,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,64,64,,,,,,,,,
5293,594.9253195499999,0.02730227500001092,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5294,594.97543935,0.05011980000006133,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0E,,,,,,,,,
5295,595.0011117749999,0.02567242499992517,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5296,595.08037445,0.07926267500010908,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5297,595.0985353499999,0.01816089999988435,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
5298,595.16459105,0.0660557000001063,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5299,595.238484225,0.0738931749999665,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5300,595.258066625,0.01958239999999023,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,12,,,,,,,,,
5301,595.299122025,0.04105540000000474,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
5302,595.3132631499999,0.0141411249999237,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5303,595.357397525,0.04413437500011242,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,10,,,,,,,,,
5304,595.3889375,0.03153997499998696,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5305,595.4577356,0.06879809999998088,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,14,,,,,,,,,
5306,595.475590575,0.01785497499997746,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5307,595.49872105,0.0231304750000163,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
5308,595.558116125,0.05939507499999763,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,10,,,,,,,,,
5309,595.560658025,0.002541899999982888,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5310,595.6345871999999,0.0739291749999893,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5311,595.657439375,0.02285217500002546,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,11,,,,,,,,,
5312,595.6982586749999,0.04081929999995282,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
5313,595.7092481,0.01098942500004796,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5314,595.75775,0.0485019000000193,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,0E,,,,,,,,,
5315,595.7839544249999,0.02620442499994624,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5316,595.8096763249999,0.02572190000000774,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,04,0E,00,00,00,2B,07,01,,,
5317,595.8099344249999,0.0002580999999963751,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,5F,D4,2C,3C,11,B3,,,
5318,595.810170525,0.0002361000000519198,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,66,13,45,,,
5319,595.825371325,0.01520080000000234,67371008,F,F,HS CAN $441,HS CAN,,441,F,F,03,84,00,A9,14,00,1F,00,,,
5320,595.8580846,0.03271327499999188,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,10,,,,,,,,,
5321,595.871469825,0.01338522499997907,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5322,595.8988360999999,0.02736627499996302,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
5323,595.956654225,0.0578181250000398,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5324,595.9574603249999,0.0008060999999770502,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,19,,,,,,,,,
5325,596.0317375,0.07427717500002018,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5326,596.0577833999999,0.02604589999998552,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,1C,,,,,,,,,
5327,596.098320675,0.04053727500001969,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,00,C8,,,,,,,,,
5328,596.106398175,0.00807750000001306,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
5329,596.158129875,0.05173170000000482,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,04,1F,,,,,,,,,
5330,596.1810983749999,0.02296849999993356,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,08,,,,,,,,,
