Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
155,-108.78387245,0.009581499999995912,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,6A,A4,,,,,,,,,
156,-108.779908625,0.003963824999999588,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
157,-108.7779226,0.001986024999993674,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,0A,7F,01,04,14,0A,18,00,,,
158,-108.773982825,0.003939775000006307,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,54,,,,,,,,,
159,-108.705217225,0.06876559999999188,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
160,-108.6305701,0.07464712499999848,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
161,-108.584329,0.04624110000000314,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,6F,A7,,,,,,,,,
162,-108.555888725,0.02844027500000834,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
163,-108.475418025,0.08047069999999223,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
164,-108.468394325,0.007023700000004851,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,56,,,,,,,,,
165,-108.392231325,0.07616299999999399,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
166,-108.384091825,0.008139500000012845,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,56,,,,,,,,,
167,-108.37473425,0.009357574999995676,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,72,AA,,,,,,,,,
168,-108.308360525,0.06637372499999117,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
169,-108.28376455,0.0245959750000111,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,52,,,,,,,,,
170,-108.224432375,0.05933217499999444,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
171,-108.18442565,0.0400067249999978,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,46,,,,,,,,,
172,-108.17592005,0.008505600000006552,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,75,AF,,,,,,,,,
173,-108.140540225,0.0353798249999926,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
174,-108.084046925,0.05649329999999964,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,46,,,,,,,,,
175,-108.056524625,0.02752230000000111,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
176,-107.9836927,0.07283192500000268,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,4A,,,,,,,,,
177,-107.9809428,0.002749899999997752,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
178,-107.960112025,0.02083077500000741,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,74,B6,,,,,,,,,
179,-107.907041425,0.05307059999999808,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
180,-107.884415225,0.0226261999999906,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,4E,,,,,,,,,
181,-107.8322766,0.05213862499999777,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
182,-107.784058525,0.0482180750000083,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,43,,,,,,,,,
183,-107.76036,0.02369852500000036,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,4D,C8,,,,,,,,,
184,-107.756514125,0.003845874999996113,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
185,-107.681864925,0.0746492000000103,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
186,-107.6802189,0.00164602499998523,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
187,-107.6799767,0.0002422000000024127,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
188,-107.679734675,0.0002420250000056967,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
189,-107.679492575,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
190,-107.679250375,0.0002422000000024127,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
191,-107.679008375,0.0002420000000000755,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
192,-107.678766275,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
193,-107.678524075,0.0002421999999882018,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
194,-107.67828205,0.0002420250000056967,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
195,-107.67803995,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
196,-107.67779785,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
197,-107.67755575,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
198,-107.67731365,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
199,-107.67707145,0.0002421999999882018,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
200,-107.676829425,0.0002420250000056967,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
201,-107.676587325,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
202,-107.676345225,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
203,-107.676103125,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
204,-107.675861025,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
205,-107.675618825,0.0002422000000024127,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
206,-107.6753768,0.0002420249999914858,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
207,-107.6751347,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
208,-107.6748926,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
209,-107.6746505,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
210,-107.6744084,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
211,-107.6741662,0.0002422000000024127,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
212,-107.673924175,0.0002420249999914858,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
213,-107.673682075,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
214,-107.673439975,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
215,-107.673197875,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
216,-107.672955775,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
217,-107.672713575,0.0002422000000024127,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
218,-107.67247155,0.0002420249999914858,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
219,-107.67222945,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
220,-107.67198735,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
221,-107.67174525,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
222,-107.67150315,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
223,-107.67126095,0.0002422000000024127,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
224,-107.671018925,0.0002420249999914858,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
225,-107.670776825,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
226,-107.670534725,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
227,-107.670292625,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
228,-107.670050525,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
229,-107.669808325,0.0002422000000024127,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
230,-107.6695663,0.0002420250000056967,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
231,-107.6693242,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
232,-107.6690821,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
233,-107.66884,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
234,-107.6685979,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
235,-107.6683557,0.0002422000000024127,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
236,-107.668113675,0.0002420250000056967,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
237,-107.667871575,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
238,-107.667629475,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
239,-107.667387375,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
240,-107.667145275,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
241,-107.666903075,0.0002422000000024127,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
242,-107.66666105,0.0002420250000056967,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
243,-107.66641895,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
244,-107.66617685,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
245,-107.66593475,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
246,-107.66569265,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
247,-107.66545045,0.0002422000000024127,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
248,-107.66520835,0.0002420999999941386,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
249,-107.664966325,0.0002420250000056967,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
250,-107.664724225,0.0002421000000083496,67371008,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,43,00,00,01,03,07,01,,,
251,-107.647695525,0.01702869999999734,290271137103872,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,50,A1,2C,3C,08,76,,,
252,-107.6308249,0.0168706249999957,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,5C,13,45,,,
253,-107.607078275,0.02374662500000113,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
254,-107.560835275,0.04624300000000403,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,4D,C8,,,,,,,,,
255,-107.532393075,0.02844220000000064,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
256,-107.456727875,0.07566519999998889,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
257,-107.454741875,0.001986000000002264,431008625459200,F,F,HS CAN $441,HS CAN,,441,F,F,0A,7F,01,10,14,0A,18,62,,,
258,-107.450516075,0.00422580000000039,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,48,,,,,,,,,
259,-107.367047575,0.08346850000000927,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
260,-107.361237875,0.005809700000000362,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,52,C8,,,,,,,,,
261,-107.3509206,0.01031727499999135,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,46,,,,,,,,,
262,-107.2838489,0.06707169999999962,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
263,-107.251587425,0.03226147499999854,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,47,,,,,,,,,
264,-107.200002825,0.0515845999999982,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
265,-107.160731225,0.0392716000000064,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,55,C8,,,,,,,,,
266,-107.151239925,0.00949129999999343,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,54,,,,,,,,,
267,-107.116022225,0.03521770000000402,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
268,-107.050913625,0.06510860000000207,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,56,,,,,,,,,
269,-107.03215085,0.01876277499999901,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
270,-106.951571575,0.08057927500000517,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,57,,,,,,,,,
271,-106.946031775,0.005539799999993988,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,5D,C8,,,,,,,,,
272,-106.945737675,0.0002941000000049598,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
273,-106.8553195,0.09041817499999638,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
274,-106.851197775,0.004121725000004517,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,56,,,,,,,,,
275,-106.772204875,0.07899289999998871,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
276,-106.7508885,0.02131637500001204,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,57,,,,,,,,,
277,-106.747250625,0.00363787499999546,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,60,C8,,,,,,,,,
278,-106.6882945,0.05895612499999459,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
279,-106.6043219,0.08397260000000983,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
280,-106.5476015,0.05672040000000322,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,65,C8,,,,,,,,,
281,-106.520391275,0.02721022499999038,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
282,-106.46313995,0.05725132499999575,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,56,,,,,,,,,
283,-106.43650375,0.02663620000001288,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
284,-106.43555965,0.0009440999999981158,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,56,00,00,01,03,07,01,,,
285,-106.43527355,0.0002860999999967362,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,50,A1,2C,3C,08,76,,,
286,-106.43503345,0.0002400999999991882,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,5C,13,45,,,
287,-106.419528575,0.01550487500000486,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,0A,7F,01,10,14,0A,1B,00,,,
288,-106.365841075,0.05368749999999523,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,56,,,,,,,,,
289,-106.360929275,0.004911800000002131,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
290,-106.340048575,0.0208806999999922,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,68,C8,,,,,,,,,
291,-106.286985975,0.05306260000000407,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,01,0B,AB,,,,,,,
292,-106.266567575,0.02041839999999695,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,5C,,,,,,,,,
293,-106.211343075,0.05522450000000845,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
294,-106.16620875,0.04513432499999226,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,5C,,,,,,,,,
295,-106.13977245,0.0264363000000003,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,6C,C8,,,,,,,,,
296,-106.13626455,0.00350790000000245,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
297,-106.065848375,0.07041617500000541,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,5E,,,,,,,,,
298,-106.05058935,0.01525902499999176,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
299,-105.975544125,0.07504522499999666,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
300,-105.966502825,0.009041300000006914,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,68,,,,,,,,,
301,-105.9379985,0.02850432500000011,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,6D,C8,,,,,,,,,
302,-105.9007169,0.03728160000000002,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
303,-105.866147625,0.03456927499999552,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,6E,,,,,,,,,
304,-105.82491825,0.04122937500000034,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
305,-105.765807225,0.05911102500000709,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,7D,,,,,,,,,
306,-105.73014545,0.03566177499999412,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,8D,,,,,,,,,
307,-105.726637475,0.003507975000005104,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
308,-105.6310217,0.09561577499999884,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
309,-105.542091475,0.08893022499999859,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
310,-105.52862425,0.01346722499999942,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,88,,,,,,,,,
311,-105.473016825,0.05560742500000515,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,8B,,,,,,,,,
312,-105.468043025,0.004973800000001916,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
313,-105.39206945,0.07597357499999191,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,8B,,,,,,,,,
314,-105.38905355,0.003015899999994076,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
315,-105.37500045,0.01405310000001236,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,8B,00,00,01,03,07,01,,,
316,-105.37473635,0.0002640999999954374,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,50,A1,2C,3C,08,76,,,
317,-105.374496325,0.0002400249999965354,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,5C,13,45,,,
318,-105.35896545,0.01553087499999606,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,0A,7F,01,10,14,0A,1C,00,,,
319,-105.327395525,0.03156992500001366,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,84,,,,,,,,,
320,-105.3033469,0.02404862499999183,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
321,-105.291743825,0.01160307499999646,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,8E,,,,,,,,,
322,-105.217632625,0.07411120000000437,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
323,-105.192396625,0.0252360000000067,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,93,,,,,,,,,
324,-105.1427517,0.04964492499999551,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
325,-105.121999,0.02075270000000273,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,83,,,,,,,,,
326,-105.0920494,0.0299495999999948,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,9A,,,,,,,,,
327,-105.0650291,0.02702030000000377,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
328,-104.991739125,0.07328997499999446,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,A3,,,,,,,,,
329,-104.9893492,0.00238992500000279,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
330,-104.9213976,0.06795160000000067,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,7F,,,,,,,,,
331,-104.9145239,0.006873699999999872,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
332,-104.892405725,0.02211817500000279,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,A7,,,,,,,,,
333,-104.825478025,0.06692769999999371,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
334,-104.792034725,0.03344330000000184,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,A9,,,,,,,,,
335,-104.73643635,0.05559837500000242,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
336,-104.71959525,0.0168410999999935,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,7B,,,,,,,,,
337,-104.69166545,0.02792980000000966,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,BC,,,,,,,,,
338,-104.658699575,0.03296587500000214,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
339,-104.583020475,0.0756790999999879,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
340,-104.5190886,0.06393187500000863,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,75,,,,,,,,,
341,-104.495032075,0.02405652499999178,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
342,-104.40941955,0.08561252500000194,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
343,-104.35707395,0.05234559999999533,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,BC,,,,,,,,,
344,-104.317952325,0.03912162500000704,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,75,,,,,,,,,
345,-104.314442425,0.003509899999997401,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
346,-104.2393073,0.07513512500000274,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
347,-104.194027025,0.0452802749999961,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,BC,,,,,,,,,
348,-104.183109925,0.01091710000000035,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,0B,BC,00,00,01,13,07,01,,,
349,-104.182845825,0.0002641000000096483,294669183614976,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,51,39,2C,3C,08,76,,,
350,-104.182605625,0.0002401999999932514,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,5C,13,45,,,
351,-104.166974925,0.01563070000000266,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,0A,80,01,1D,14,0A,1C,62,,,
352,-104.163741025,0.003233899999997902,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
353,-104.1189058,0.04483522499999992,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,75,,,,,,,,,
354,-104.094737775,0.02416802499999448,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,BC,,,,,,,,,
355,-104.0854063,0.009331475000010414,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
356,-104.0097272,0.07567910000000211,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
357,-103.9944043,0.01532290000000103,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,0B,C0,,,,,,,,,
358,-103.930632375,0.06377192499999751,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,0B,AB,,,,,,,
