GPS Date,8/4/2016,,,,,,,,,,,,,,,,,,,,,,,
GPS Time,21:35:19,,,,,,,,,,,,,,,,,,,,,,,
speedK,0.1,,,,,,,,,,,,,,,,,,,,,,,
speedI,0.3,,,,,,,,,,,,,,,,,,,,,,,
speedD,0,,,,,,,,,,,,,,,,,,,,,,,
angleK,4,,,,,,,,,,,,,,,,,,,,,,,
angleI,0.3,,,,,,,,,,,,,,,,,,,,,,,
angleD,25,,,,,,,,,,,,,,,,,,,,,,,
mode,1,,,,,,,,,,,,,,,,,,,,,,,
compassOffset,0,,,,,,,,,,,,,,,,,,,,,,,
CANcompassOffset,0,,,,,,,,,,,,,,,,,,,,,,,
fixPointLat,44.39710999,,,,,,,,,,,,,,,,,,,,,,,
fixPointLon,-110.5308838,,,,,,,,,,,,,,,,,,,,,,,
Time [ms],goalAngle [deg],Compass [deg],GPS Course [deg],CANcompassHeading [deg],ekfYawAngle,integral [deg],rateGyro [deg/s],ekfYawRate [deg/s],angleSetting,goalSpeed [mph],GPSspeed [mph],CANGPSspeed [mph],ekfSpeed [mph],speedAdjust,speedSetting,rightMotor,leftMotor,gps.location.lat,gps.location.lng,distanceToFixPoint [m],courseToFixPoint [deg],fig8phase,fig8timer,turnSetting
3649437,196.72,193.5,209.16,91,196.67,4.808,-0.584,-0.424,-8,2.2,1.54,0,1.44,0,48,148,132,44.39707947,-110.5309219,9.1,41.77,0,3649187,0
3649487,196.72,193.5,209.16,91,196.67,4.811,-0.569,-0.45,-9,2.2,1.54,0,1.44,0,48,149,131,44.39707947,-110.5309219,9.1,41.77,0,3649237,0
3649537,196.72,197.4,209.16,90.5,196.69,4.812,-0.508,-0.461,-9,2.2,1.54,0,1.45,0,48,149,131,44.39707947,-110.5309219,9.1,41.77,0,3649287,0
3649587,196.72,197.4,209.16,90.5,196.72,4.812,-0.409,-0.452,-9,2.2,1.54,0,1.45,0,48,149,131,44.39707947,-110.5309219,9.1,41.77,0,3649337,0
3649637,196.72,197.4,209.16,90.3,196.74,4.811,-0.432,-0.448,-9,2.2,1.54,0,1.46,0,48,149,131,44.39707947,-110.5309219,9.1,41.77,0,3649387,0
3649687,196.72,197.4,209.16,90.3,196.78,4.808,-0.313,-0.423,-9,2.2,1.54,0,1.46,0,48,149,131,44.39707947,-110.5309219,9.1,41.77,0,3649437,0
3649737,196.72,197.7,209.16,90.3,196.81,4.803,-0.374,-0.414,-9,2.2,1.54,0,1.46,0,48,149,131,44.39707565,-110.5309219,9.1,41.77,0,3649487,0
3649787,196.72,197.7,211.4,90.3,196.85,4.797,-0.248,-0.384,-8,2.2,1.6,0,1.47,0,48,148,132,44.39707565,-110.5309219,9.1,41.77,0,3649538,0
3649837,196.72,197.7,211.4,90.1,196.89,4.789,-0.191,-0.348,-7,2.2,1.6,0,1.47,0,48,147,133,44.39707565,-110.5309219,9.1,41.77,0,3649587,0
3649887,196.72,197.7,211.4,90.1,196.93,4.778,-0.142,-0.31,-7,2.2,1.6,0,1.48,0,48,147,133,44.39707565,-110.5309219,9.1,41.77,0,3649637,0
3649937,196.72,197.6,211.4,90.1,196.97,4.766,-0.012,-0.254,-5,2.2,1.6,0,1.48,0,48,145,135,44.39707565,-110.5309219,9.1,41.77,0,3649687,0
3649987,196.72,197.6,211.4,90.1,197.01,4.751,0.019,-0.203,-4,2.2,1.6,0,1.49,0,48,144,136,44.39707565,-110.5309219,9.1,41.77,0,3649737,0
3650037,196.72,197.6,211.4,90.3,197.06,4.734,0.164,-0.134,-3,2.2,1.6,0,1.49,0,48,143,137,44.39707565,-110.5309219,9.1,41.77,0,3649787,0
3650087,196.72,197.6,211.4,90.3,197.1,4.715,0.206,-0.071,-1,2.2,1.6,0,1.5,0,48,141,139,44.39707565,-110.5309219,9.1,41.77,0,3649837,0
3650137,196.72,196.8,211.4,90.3,197.16,4.693,0.438,0.025,0,2.2,1.6,0,1.5,0,48,140,140,44.39707184,-110.5309219,9.1,41.77,0,3649887,0
3650187,196.72,196.8,211.4,90.3,197.21,4.668,0.515,0.117,2,2.2,1.6,0,1.51,0,48,138,142,44.39707184,-110.5309219,9.1,41.77,0,3649937,0
3650237,196.72,196.8,211.4,90.7,197.25,4.642,0.537,0.196,4,2.2,1.6,0,1.51,0,48,136,144,44.39707184,-110.5309219,9.1,41.77,0,3649987,0
3650287,196.72,196.8,211.4,90.7,197.28,4.614,0.572,0.267,5,2.2,1.6,0,1.51,0,48,135,145,44.39707184,-110.5309219,9.1,41.77,0,3650037,0
3650337,196.72,198.1,211.4,90.9,197.3,4.585,0.602,0.33,7,2.2,1.6,0,1.52,0,48,133,147,44.39707184,-110.5309219,9.1,41.77,0,3650087,0
3650387,196.72,198.1,211.4,90.9,197.3,4.556,0.522,0.365,8,2.2,1.6,0,1.52,0,48,132,148,44.39707184,-110.5309219,9.1,41.77,0,3650137,0
3650437,196.72,198.1,211.4,90.7,197.28,4.528,0.354,0.363,8,2.2,1.6,0,1.53,0,48,132,148,44.39707184,-110.5309219,9.1,41.77,0,3650187,0
3650487,196.72,198.1,211.4,90.7,197.26,4.501,0.282,0.347,7,2.2,1.6,0,1.53,0,48,133,147,44.39707184,-110.5309219,9.1,41.77,0,3650237,0
3650537,196.72,196.9,211.4,90.3,197.21,4.476,0.106,0.302,6,2.2,1.6,0,1.53,0,48,134,146,44.39707184,-110.5309296,9.1,41.77,0,3650287,0
3650587,196.72,196.9,211.4,90.3,197.17,4.454,-0.027,0.24,5,2.2,1.6,0,1.53,0,48,135,145,44.39707184,-110.5309296,9.1,41.77,0,3650337,0
3650637,196.72,196.9,211.4,90.8,197.11,4.435,-0.195,0.159,3,2.2,1.6,0,1.54,0,48,137,143,44.39707184,-110.5309296,9.1,41.77,0,3650387,0
3650687,196.72,196.9,211.4,90.8,197.05,4.418,-0.321,0.069,1,2.2,1.6,0,1.54,0,48,139,141,44.39707184,-110.5309296,9.1,41.77,0,3650437,0
3650737,196.72,198.4,211.4,90.5,196.99,4.404,-0.439,-0.027,0,2.2,1.6,0,1.54,0,48,140,140,44.39707184,-110.5309296,9.1,41.77,0,3650487,0
3650787,196.72,198.4,211.4,90.5,196.94,4.393,-0.554,-0.127,-2,2.2,1.6,0,1.55,0,48,142,138,44.39707184,-110.5309296,9.1,41.77,0,3650537,0
3650837,196.72,198.4,211.4,90.3,196.89,4.385,-0.679,-0.231,-5,2.2,1.6,0,1.55,0,48,145,135,44.39707184,-110.5309296,9.1,41.77,0,3650587,0
3650887,196.72,198.4,211.4,90.3,196.84,4.378,-0.821,-0.343,-7,2.2,1.6,0,1.55,0,48,147,133,44.39707184,-110.5309296,9.1,41.77,0,3650637,0
3650937,196.72,195.7,211.4,90.3,196.82,4.374,-0.763,-0.421,-9,2.2,1.6,0,1.55,0,48,149,131,44.39706802,-110.5309296,9.1,41.77,0,3650687,0
3650987,196.72,195.7,211.4,90.3,196.81,4.369,-0.657,-0.465,-10,2.2,1.6,0,1.55,0,48,150,130,44.39706802,-110.5309296,9.1,41.77,0,3650737,0
3651037,196.72,195.7,211.4,90.3,196.81,4.365,-0.744,-0.517,-11,2.2,1.6,0,1.56,0,48,151,129,44.39706802,-110.5309296,9.1,41.77,0,3650787,0
3651087,196.72,195.7,211.4,90.3,196.83,4.359,-0.576,-0.528,-12,2.2,1.6,0,1.56,0,48,152,128,44.39706802,-110.5309296,9.1,41.77,0,3650837,0
3651137,196.72,198.3,211.4,90.3,196.86,4.352,-0.435,-0.511,-12,2.2,1.6,0,1.56,0,48,152,128,44.39706802,-110.5309296,9.1,41.77,0,3650887,0
3651187,196.72,198.3,211.4,90.3,196.9,4.343,-0.382,-0.487,-11,2.2,1.6,0,1.56,0,48,151,129,44.39706802,-110.5309296,9.1,41.77,0,3650937,0
3651237,196.72,198.3,211.4,90.3,196.95,4.332,-0.313,-0.455,-10,2.2,1.6,0,1.56,0,48,150,130,44.39706802,-110.5309296,9.1,41.77,0,3650987,0
3651287,196.72,198.3,211.4,90.3,196.99,4.318,-0.226,-0.413,-10,2.2,1.6,0,1.56,0,48,150,130,44.39706802,-110.5309296,9.1,41.77,0,3651037,0
3651337,196.72,197.1,211.4,90.3,196.94,4.307,-1.095,-0.541,-13,2.2,1.6,0,1.57,0,48,153,127,44.39706802,-110.5309296,9.1,41.77,0,3651087,0
3651387,196.72,197.1,211.4,90.3,197.02,4.292,-0.092,-0.457,-11,2.2,1.6,0,1.57,0,48,151,129,44.39706802,-110.5309296,9.1,41.77,0,3651137,0
3651437,196.72,197.1,211.4,90.1,197.09,4.274,0.026,-0.366,-9,2.2,1.6,0,1.57,0,48,149,131,44.39706802,-110.5309296,9.1,41.77,0,3651187,0
3651487,196.72,197.1,211.4,90.1,197.15,4.253,0.034,-0.291,-7,2.2,1.6,0,1.57,0,48,147,133,44.39706802,-110.5309296,9.1,41.77,0,3651237,0
3651537,196.72,197.1,211.4,89.8,197.21,4.228,0.129,-0.212,-5,2.2,1.6,0,1.57,0,48,145,135,44.39706421,-110.5309296,9.1,41.77,0,3651287,0
3651587,196.72,197.1,211.4,89.8,197.25,4.202,0.083,-0.156,-4,2.2,1.6,1.15,1.57,0,48,144,136,44.39706421,-110.5309296,9.1,41.77,0,3651337,0
3651637,196.72,197.1,211.4,89.6,197.28,4.174,0.08,-0.112,-3,2.2,1.6,1.15,1.57,0,48,143,137,44.39706421,-110.5309296,9.1,41.77,0,3651387,0
3651687,196.72,197.1,211.4,89.6,197.31,4.144,0.122,-0.068,-2,2.2,1.6,1.15,1.58,0,48,142,138,44.39706421,-110.5309296,9.1,41.77,0,3651437,0
3651737,196.72,196.4,211.4,89.6,197.34,4.113,0.167,-0.023,-1,2.2,1.6,1.15,1.58,0,48,141,139,44.39706421,-110.5309296,9.1,41.77,0,3651487,0
3651787,196.72,196.4,211.4,89.6,197.36,4.082,0.141,0.008,-1,2.2,1.6,1.15,1.58,0,48,141,139,44.39706421,-110.5309296,9.1,41.77,0,3651537,0
3651837,196.72,196.4,211.4,89.6,197.36,4.05,0.083,0.023,0,2.2,1.6,1.15,1.58,0,48,140,140,44.39706421,-110.5309296,9.1,41.77,0,3651587,0
3651887,196.72,196.4,211.4,89.6,197.35,4.018,-0.054,0.009,-1,2.2,1.6,1.15,1.58,0,48,141,139,44.39706421,-110.5309296,9.1,41.77,0,3651637,0
3651937,196.72,197.7,211.4,89.6,197.34,3.987,-0.073,-0.007,-1,2.2,1.6,1.15,1.58,0,48,141,139,44.39706039,-110.5309372,9.1,41.77,0,3651687,0
3651987,196.72,197.7,211.4,89.6,197.34,3.956,-0.077,-0.02,-1,2.2,1.6,1.15,1.58,0,48,141,139,44.39706039,-110.5309372,9.1,41.77,0,3651737,0
3652037,196.72,197.7,211.4,89.6,197.32,3.926,-0.203,-0.055,-2,2.2,1.6,1.15,1.58,0,48,142,138,44.39706039,-110.5309372,9.1,41.77,0,3651787,0
3652087,196.72,197.7,211.4,90.1,197.3,3.897,-0.298,-0.101,-3,2.2,1.6,1.15,1.58,0,48,143,137,44.39706039,-110.5309372,9.1,41.77,0,3651837,0
3652137,196.72,197.6,211.4,90.1,197.27,3.87,-0.416,-0.16,-5,2.2,1.6,1.15,1.58,0,48,145,135,44.39706039,-110.5309372,9.1,41.77,0,3651887,0
3652187,196.72,197.6,211.4,90.3,197.25,3.843,-0.393,-0.204,-6,2.2,1.6,1.15,1.58,0,48,146,134,44.39706039,-110.5309372,9.1,41.77,0,3651937,0
3652237,196.72,197.6,211.4,90.3,197.24,3.817,-0.393,-0.24,-6,2.2,1.6,1.15,1.58,0,48,146,134,44.39706039,-110.5309372,9.1,41.77,0,3651987,0
3652287,196.72,197.6,211.4,90.3,197.25,3.79,-0.302,-0.252,-7,2.2,1.6,1.15,1.59,0,48,147,133,44.39706039,-110.5309372,9.1,41.77,0,3652037,0
3652337,196.72,197.3,211.4,90.3,197.27,3.763,-0.187,-0.24,-7,2.2,1.6,1.15,1.59,0,48,147,133,44.39706039,-110.5309372,9.1,41.77,0,3652087,0
3652387,196.72,197.3,211.4,91.2,197.3,3.734,-0.058,-0.205,-6,2.2,1.6,1.15,1.59,0,48,146,134,44.39706039,-110.5309372,9.1,41.77,0,3652137,0
3652437,196.72,197.3,211.4,91.2,197.34,3.703,0.034,-0.16,-5,2.2,1.6,1.15,1.59,0,48,145,135,44.39706039,-110.5309372,9.1,41.77,0,3652187,0
3652487,196.72,197.3,211.4,91.4,197.38,3.67,0.186,-0.095,-3,2.2,1.6,1.15,1.59,0,48,143,137,44.39706039,-110.5309372,9.1,41.77,0,3652237,0
3652537,196.72,198.7,211.4,91.4,197.42,3.635,0.286,-0.024,-2,2.2,1.6,1.15,1.59,0,48,142,138,44.39705658,-110.5309372,9.1,41.77,0,3652287,0
3652587,196.72,198.7,211.4,91.8,197.47,3.597,0.415,0.058,0,2.2,1.6,1.15,1.59,0,48,140,140,44.39705658,-110.5309372,9.1,41.77,0,3652337,0
3652637,196.72,198.7,211.4,91.8,197.51,3.558,0.484,0.137,1,2.2,1.6,1.15,1.59,0,48,139,141,44.39705658,-110.5309372,9.1,41.77,0,3652387,0
3652687,196.72,198.7,211.4,91.6,197.55,3.516,0.591,0.222,3,2.2,1.6,1.15,1.59,0,48,137,143,44.39705658,-110.5309372,9.1,41.77,0,3652437,0
3652737,196.72,198,211.4,91.6,197.58,3.473,0.549,0.283,4,2.2,1.6,1.15,1.59,0,48,136,144,44.39705658,-110.5309372,9.1,41.77,0,3652487,0
3652787,196.72,198,211.4,91.8,197.59,3.43,0.495,0.323,5,2.2,1.6,1.15,1.59,0,48,135,145,44.39705658,-110.5309372,9.1,41.77,0,3652537,0
3652837,196.72,198,211.4,91.8,197.57,3.387,0.328,0.324,5,2.2,1.6,1.15,1.59,0,48,135,145,44.39705658,-110.5309372,9.1,41.77,0,3652587,0
3652887,196.72,198,211.4,91.8,197.55,3.346,0.289,0.317,5,2.2,1.6,1.15,1.59,0,48,135,145,44.39705658,-110.5309372,9.1,41.77,0,3652637,0
3652937,196.72,195.9,211.4,91.8,197.51,3.306,0.103,0.277,4,2.2,1.6,1.15,1.59,0,48,136,144,44.39705658,-110.5309372,9.1,41.77,0,3652687,0
3652987,196.72,195.9,211.4,91.6,197.47,3.269,-0.027,0.221,3,2.2,1.6,1.15,1.59,0,48,137,143,44.39705658,-110.5309372,9.1,41.77,0,3652737,0
3653037,196.72,195.9,211.4,91.6,197.42,3.234,-0.077,0.166,2,2.2,1.6,1.15,1.59,0,48,138,142,44.39705658,-110.5309372,9.1,41.77,0,3652787,0
3653087,196.72,195.9,211.4,90.7,197.48,3.195,0.827,0.291,5,2.2,1.6,1.15,1.59,0,48,135,145,44.39705658,-110.5309372,9.1,41.77,0,3652837,0
3653137,196.72,196.6,211.4,90.7,197.4,3.161,-0.317,0.177,2,2.2,1.6,1.15,1.59,0,48,138,142,44.39705276,-110.5309448,9.1,41.77,0,3652887,0
3653187,196.72,196.6,211.4,90.3,197.34,3.13,-0.325,0.083,0,2.2,1.6,1.15,1.59,0,48,140,140,44.39705276,-110.5309448,9.1,41.77,0,3652937,0
3653237,196.72,196.6,211.4,90.3,197.29,3.101,-0.34,0.004,-1,2.2,1.6,1.15,1.59,0,48,141,139,44.39705276,-110.5309448,9.1,41.77,0,3652987,0
3653287,196.72,196.6,211.4,90.1,197.26,3.074,-0.294,-0.052,-2,2.2,1.6,1.15,1.59,0,48,142,138,44.39705276,-110.5309448,9.1,41.77,0,3653037,0
3653337,196.72,197.6,211.4,90.1,197.25,3.048,-0.226,-0.085,-3,2.2,1.6,1.15,1.59,0,48,143,137,44.39705276,-110.5309448,9.1,41.77,0,3653087,0
3653387,196.72,197.6,211.4,90,197.25,3.021,-0.096,-0.087,-3,2.2,1.6,1.15,1.59,0,48,143,137,44.39705276,-110.5309448,9.1,41.77,0,3653137,0
3653437,196.72,197.6,211.4,90,197.26,2.994,-0.016,-0.074,-3,2.2,1.6,1.15,1.59,0,48,143,137,44.39705276,-110.5309448,9.1,41.77,0,3653187,0
3653487,196.72,197.6,211.4,90.3,197.28,2.966,0.061,-0.049,-2,2.2,1.6,1.15,1.59,0,48,142,138,44.39705276,-110.5309448,9.1,41.77,0,3653237,0
3653537,196.72,198,211.4,90.3,197.3,2.937,0.087,-0.023,-2,2.2,1.6,1.15,1.59,0,48,142,138,44.39704895,-110.5309448,9.1,41.77,0,3653287,0
3653587,196.72,198,211.4,90.1,197.32,2.907,0.194,0.017,-1,2.2,1.6,1.15,1.6,0,48,141,139,44.39704895,-110.5309448,9.1,41.77,0,3653337,0
3653637,196.72,198,211.4,90.1,197.33,2.877,0.137,0.039,0,2.2,1.6,1.15,1.6,0,48,140,140,44.39704895,-110.5309448,9.1,41.77,0,3653387,0
3653687,196.72,198,211.4,90.5,197.36,2.845,0.278,0.084,0,2.2,1.6,1.15,1.6,0,48,140,140,44.39704895,-110.5309448,9.1,41.77,0,3653437,0
3653737,196.72,198.2,211.4,90.5,197.37,2.812,0.255,0.116,1,2.2,1.6,1.15,1.6,0,48,139,141,44.39704895,-110.5309448,9.1,41.77,0,3653487,0
3653787,196.72,198.2,211.4,90.7,197.37,2.78,0.16,0.124,1,2.2,1.6,1.15,1.6,0,48,139,141,44.39704895,-110.5309448,9.1,41.77,0,3653537,0
3653837,196.72,198.2,211.4,90.7,197.36,2.748,0.083,0.116,1,2.2,1.6,1.15,1.6,0,48,139,141,44.39704895,-110.5309448,9.1,41.77,0,3653587,0
3653887,196.72,198.2,211.4,90.7,197.34,2.717,-0.058,0.083,0,2.2,1.6,1.15,1.6,0,48,140,140,44.39704895,-110.5309448,9.1,41.77,0,3653637,0
3653937,196.72,198.5,211.4,90.7,197.3,2.688,-0.229,0.023,0,2.2,1.6,1.15,1.6,0,48,140,140,44.39704895,-110.5309448,9.1,41.77,0,3653687,0
3653987,196.72,198.5,211.4,90.8,197.26,2.661,-0.37,-0.051,-2,2.2,1.6,1.15,1.6,0,48,142,138,44.39704895,-110.5309448,9.1,41.77,0,3653737,0
3654037,196.72,198.5,211.4,90.8,197.21,2.636,-0.557,-0.147,-4,2.2,1.6,1.15,1.6,0,48,144,136,44.39704895,-110.5309448,9.1,41.77,0,3653787,0
3654087,196.72,198.5,211.4,90.8,197.16,2.614,-0.74,-0.259,-7,2.2,1.6,1.15,1.6,0,48,147,133,44.39704895,-110.5309448,9.1,41.77,0,3653837,0
3654137,196.72,196.7,211.4,90.8,197.12,2.595,-0.786,-0.358,-9,2.2,1.6,1.15,1.6,0,48,149,131,44.39704514,-110.5309448,9.1,41.77,0,3653887,0
3654187,196.72,196.7,211.4,90.7,197.08,2.577,-0.912,-0.462,-12,2.2,1.6,1.15,1.6,0,48,152,128,44.39704514,-110.5309448,9.1,41.77,0,3653937,0
3654237,196.72,196.7,211.4,90.7,197.06,2.56,-0.851,-0.535,-13,2.2,1.6,1.15,1.6,0,48,153,127,44.39704514,-110.5309448,9.1,41.77,0,3653987,0
3654287,196.72,196.7,211.4,90.3,197.06,2.543,-0.802,-0.585,-15,2.2,1.6,1.15,1.6,0,48,155,125,44.39704514,-110.5309448,9.1,41.77,0,3654037,0
3654337,196.72,197.7,211.4,90.3,197.08,2.525,-0.615,-0.591,-15,2.2,1.6,1.15,1.6,0,48,155,125,44.39704514,-110.5309448,9.1,41.77,0,3654087,0
3654387,196.72,197.7,211.4,90.3,197.12,2.505,-0.538,-0.581,-15,2.2,1.6,1.15,1.6,0,48,155,125,44.39704514,-110.5309448,9.1,41.77,0,3654137,0
3654437,196.72,197.7,211.4,90.3,197.18,2.482,-0.248,-0.519,-14,2.2,1.6,1.15,1.6,0,48,154,126,44.39704514,-110.5309448,9.1,41.77,0,3654187,0
3654487,196.72,197.7,211.4,90.3,197.15,2.46,-1.065,-0.622,-16,2.2,1.6,1.15,1.6,0,48,156,124,44.39704514,-110.5309448,9.1,41.77,0,3654237,0
3654537,196.72,197.9,211.4,90.3,197.27,2.433,0.213,-0.465,-13,2.2,1.6,1.15,1.6,0,48,153,127,44.39704514,-110.5309525,9.1,41.77,0,3654287,0
3654587,196.72,197.9,211.4,90.9,197.39,2.399,0.419,-0.299,-9,2.2,1.6,1.15,1.6,0,48,149,131,44.39704514,-110.5309525,9.1,41.77,0,3654337,0
3654637,196.72,197.9,211.4,90.9,197.5,2.361,0.614,-0.128,-5,2.2,1.6,1.15,1.6,0,48,145,135,44.39704514,-110.5309525,9.1,41.77,0,3654387,0
3654687,196.72,197.9,211.4,91,197.59,2.317,0.671,0.022,-2,2.2,1.6,1.15,1.6,0,48,142,138,44.39704514,-110.5309525,9.1,41.77,0,3654437,0
3654737,196.72,198.2,211.4,91,197.65,2.271,0.637,0.137,0,2.2,1.6,1.15,1.6,0,48,140,140,44.39704132,-110.5309525,9.1,41.77,0,3654487,0
3654787,196.72,198.2,211.4,91,197.72,2.221,0.869,0.274,3,2.2,1.6,1.15,1.6,0,48,137,143,44.39704132,-110.5309525,9.1,41.77,0,3654537,0
3654837,196.72,198.2,211.4,91,197.75,2.17,0.721,0.358,5,2.2,1.6,1.15,1.6,0,48,135,145,44.39704132,-110.5309525,9.1,41.77,0,3654587,0
3654887,196.72,198.2,211.4,91,197.77,2.117,0.705,0.423,7,2.2,1.6,1.15,1.6,0,48,133,147,44.39704132,-110.5309525,9.1,41.77,0,3654637,0
3654937,196.72,199.2,211.4,91,197.77,2.065,0.61,0.458,7,2.2,1.6,1.15,1.6,0,48,133,147,44.39704132,-110.5309525,9.1,41.77,0,3654687,0
3654987,196.72,199.2,211.4,91,197.75,2.013,0.454,0.456,7,2.2,1.6,1.15,1.6,0,48,133,147,44.39704132,-110.5309525,9.1,41.77,0,3654737,0
3655037,196.72,199.2,211.4,91.2,197.7,1.964,0.236,0.414,7,2.2,1.6,1.15,1.6,0,48,133,147,44.39704132,-110.5309525,9.1,41.77,0,3654787,0
3655087,196.72,199.2,211.4,91.2,197.65,1.918,0.103,0.355,5,2.2,1.6,1.15,1.6,0,48,135,145,44.39704132,-110.5309525,9.1,41.77,0,3654837,0
3655137,196.72,197.5,211.4,91.2,197.59,1.874,-0.05,0.279,4,2.2,1.6,1.15,1.6,0,48,136,144,44.39703751,-110.5309525,9.1,41.77,0,3654887,0
3655187,196.72,197.5,211.4,91,197.52,1.835,-0.275,0.175,1,2.2,1.6,1.15,1.6,0,48,139,141,44.39703751,-110.5309525,9.1,41.77,0,3654937,0
3655237,196.72,197.5,211.4,91,197.46,1.798,-0.325,0.081,0,2.2,1.6,1.15,1.6,0,48,140,140,44.39703751,-110.5309525,9.1,41.77,0,3654987,0
3655287,196.72,197.5,211.4,90.7,197.4,1.764,-0.412,-0.012,-2,2.2,1.6,1.15,1.6,0,48,142,138,44.39703751,-110.5309525,9.1,41.77,0,3655037,0
3655337,196.72,199,211.4,90.7,197.36,1.731,-0.397,-0.085,-4,2.2,1.6,1.15,1.6,0,48,144,136,44.39703751,-110.5309525,9.1,41.77,0,3655087,0
3655387,196.72,199,211.4,90.9,197.35,1.7,-0.306,-0.127,-5,2.2,1.6,1.15,1.6,0,48,145,135,44.39703751,-110.5309525,9.1,41.77,0,3655137,0
3655437,196.72,199,211.4,90.9,197.25,1.673,-1.076,-0.306,-9,2.2,1.6,1.15,1.6,0,48,149,131,44.39703751,-110.5309525,9.1,41.77,0,3655187,0
3655487,196.72,199,211.4,91.1,197.2,1.649,-0.962,-0.43,-12,2.2,1.6,1.15,1.6,0,48,152,128,44.39703751,-110.5309525,9.1,41.77,0,3655237,0
3655537,196.72,198.1,211.4,91.1,197.29,1.621,0.228,-0.307,-9,2.2,1.6,1.15,1.6,0,48,149,131,44.39703369,-110.5309525,9.1,41.77,0,3655287,0
3655587,196.72,198.1,211.4,91.1,197.39,1.587,0.469,-0.162,-6,2.2,1.6,1.15,1.6,0,48,146,134,44.39703369,-110.5309525,9.1,41.77,0,3655337,0
3655637,196.72,198.1,211.4,91.1,197.48,1.549,0.656,-0.008,-2,2.2,1.6,1.15,1.6,0,48,142,138,44.39703369,-110.5309525,9.1,41.77,0,3655387,0
3655687,196.72,198.1,211.4,91.6,197.56,1.507,0.743,0.133,0,2.2,1.6,1.15,1.6,0,48,140,140,44.39703369,-110.5309525,9.1,41.77,0,3655437,0
3655737,196.72,197.8,211.4,91.6,197.63,1.462,0.804,0.259,3,2.2,1.6,1.15,1.6,0,48,137,143,44.39703369,-110.5309601,9.1,41.77,0,3655487,0
3655787,196.72,197.8,211.4,91.6,197.77,1.409,1.754,0.54,9,2.2,1.6,1.15,1.6,0,48,131,149,44.39703369,-110.5309601,9.1,41.77,0,3655537,0
3655837,196.72,197.8,211.4,91.6,197.75,1.358,0.656,0.561,10,2.2,1.6,1.15,1.6,0,48,130,150,44.39703369,-110.5309601,9.1,41.77,0,3655587,0
3655887,196.72,197.8,211.4,91.6,197.72,1.307,0.549,0.559,10,2.2,1.6,1.15,1.6,0,48,130,150,44.39703369,-110.5309601,9.1,41.77,0,3655637,0
3655937,196.72,194.6,211.4,91.6,197.68,1.26,0.404,0.531,9,2.2,1.6,1.15,1.6,0,48,131,149,44.39703369,-110.5309601,9.1,41.77,0,3655687,0
3655987,196.72,194.6,211.4,91.6,197.61,1.215,0.19,0.469,8,2.2,1.6,1.15,1.6,0,48,132,148,44.39703369,-110.5309601,9.1,41.77,0,3655737,0
3656037,196.72,194.6,211.4,91.6,197.53,1.174,-0.061,0.371,6,2.2,1.6,1.15,1.6,0,48,134,146,44.39703369,-110.5309601,9.1,41.77,0,3655787,0
3656087,196.72,194.6,211.4,91.6,197.46,1.137,-0.1,0.284,4,2.2,1.6,1.15,1.6,0,48,136,144,44.39703369,-110.5309601,9.1,41.77,0,3655837,0
3656137,196.72,199.8,211.4,91.8,197.4,1.103,-0.256,0.181,2,2.2,1.6,1.15,1.6,0,48,138,142,44.39702988,-110.5309601,9.1,41.77,0,3655887,0
3656187,196.72,199.8,211.4,91.8,197.35,1.072,-0.203,0.108,0,2.2,1.6,1.15,1.6,0,48,140,140,44.39702988,-110.5309601,9.1,41.77,0,3655937,0
3656237,196.72,199.8,211.4,91.2,197.3,1.043,-0.309,0.028,-1,2.2,1.6,1.15,1.6,0,48,141,139,44.39702988,-110.5309601,9.1,41.77,0,3655987,0
3656287,196.72,199.8,211.4,91.2,197.28,1.015,-0.161,-0.008,-2,2.2,1.6,1.15,1.6,0,48,142,138,44.39702988,-110.5309601,9.1,41.77,0,3656037,0
3656337,196.72,200.4,211.4,91.2,197.27,0.987,-0.1,-0.027,-2,2.2,1.6,1.15,1.6,0,48,142,138,44.39702988,-110.5309601,9.1,41.77,0,3656087,0
3656387,196.72,200.4,211.4,91.2,197.27,0.96,-0.1,-0.042,-2,2.2,1.6,1.15,1.6,0,48,142,138,44.39702988,-110.5309601,9.1,41.77,0,3656137,0
3656437,196.72,200.4,211.4,90.9,197.29,0.931,0.068,-0.023,-2,2.2,1.6,1.15,1.6,0,48,142,138,44.39702988,-110.5309601,9.1,41.77,0,3656187,0
3656487,196.72,200.4,211.4,90.9,197.3,0.902,0.106,0,-2,2.2,1.6,1.15,1.6,0,48,142,138,44.39702988,-110.5309601,9.1,41.77,0,3656237,0
3656537,196.72,200.5,211.4,91,197.31,0.872,0.106,0.018,-1,2.2,1.6,1.15,1.6,0,48,141,139,44.39702988,-110.5309601,9.1,41.77,0,3656287,0
3656587,196.72,200.5,211.4,91,197.32,0.842,0.064,0.025,-1,2.2,1.6,1.15,1.6,0,48,141,139,44.39702988,-110.5309601,9.1,41.77,0,3656337,0
3656637,196.72,200.5,211.4,91.2,197.33,0.812,0.076,0.033,-1,2.2,1.6,1.15,1.6,0,48,141,139,44.39702988,-110.5309601,9.1,41.77,0,3656387,0
